@relation Dataset

@attribute 'Loan Range' {'a $5-10 million','b $2-5 million','c $1-2 million','\"d $350,000-1 million\"','\"e $150,000-350,000\"'}
@attribute Zip {00000,98052,98101,98372,98058,98001,98004,98409,98033,98660,98466,98134,98271,99352,98661,98133,98902,98203,98815,98275,98027,98225,98006,99202,98108,98903,98047,98520,98662,98188,98007,98168,98032,99216,98114,98233,98104,98284,98801,98311,98445,98335,99206,98422,98008,98005,98204,98072,98604,98374,98003,98665,99350,98499,98021,98109,98607,98199,98002,98584,98402,98144,98105,98201,98632,98103,98121,99201,98057,98038,98390,98443,98683,99336,98012,99338,98403,98424,98368,98119,99016,99354,99212,98926,98248,98226,98164,98264,98122,98671,98028,98040,98506,98229,98208,98847,99220,98117,98401,98516,99301,98354,98107,98383,98467,98532,98908,98826,98125,98371,98663,98664,99344,99328,98841,98360,98034,98421,98391,98011,98642,98337,98221,99224,98127,99133,98257,98802,98074,98444,98840,98110,98272,98512,98373,98419,99019,98405,98541,98951,98909,98126,98685,98046,98332,98948,98056,98249,98290,98136,99204,98045,98682,98155,98321,98292,99001,98230,98620,99006,98816,98356,98668,99122,98626,98942,98277,98050,98848,98837,98501,98087,98346,98244,98595,98502,98009,98586,98070,98106,98503,99156,99180,98392,98223,98035,98010,98624,98672,99111,98065,98331,99207,98177,98936,98115,98605,98036,98557,99223,98406,98684,98092,98901,98930,99218,98102,98232,99114,99362,98370,98252,98124,98580,98568,98952,98206,98407,98148,98674,98026,98118,98031,98043,99217,98296,98022,98165,98273,98591,98270,98932,98531,98077,98112,98019,98686,98083,98446,98258,98907,99141,98923,99403,98059,98274,98944,98411,98071,98029,98666,98166,98295,99208,99166,99337,98938,98312,98154,98362,98178,98812,99213,98235,98941,98327,98597,98042,98020,98509,98037,98382,98831,99320,98227,98629,99109,98250,99205,98592,98198,98855,98245,98844,98051,98363,98823,98367,99169,99357,98857,98606,98161,98922,99302,98247,98496,98404,98055,98415,89502,98563,98338,98366,98513,98260,99025,99219,98116,99004,98631,99027,99029,98024,98579,99324,99343,98375,98610,98158,99353,98053,98498,98935,98023,99349,98577,98564,98291,98542,99163,98282,99330,98507,98339,98014,99203,99356,98030,98843,99026,98528,99117,98236,99181,98596,98228,98933,99214,98329,98387,99209,99211,98640,98262,99347,98465,98330,98082,98555,98856,98550,98953,98408,99037,98138,99215,98850,98612,99119,98328,98611,98418,98619,98357,98601,99103,99021,98527,98146,99022,98558,99005,98286,98569,98359,98310,98365,98194,98237,98448,98239,98576,98821,99326,98937,98438,98648,98571,99033,98639,99210,99012,98039,98349,98862,98807,98511,98822,98075,98590,98241,98947,98013,99110,98537,98625,98015,99323,99023,98195,98858,99032,98276,98464,99031,98836,98828,98439,98325,99346,99155,98238,99173,98333,98281,98617,98141,98675,98394,98417,98589,98240,98490,98220,98139,99009,98251,99360,98255,98548,98294,98304,99361,99115,98261,98388,98380,98824,98832,98833,98267,98827,98570,98650,98645,98638,98358,99228,98562,98324,98673,98350,98587,98376,98073,99140,99003,98834,98851,98041,98566,98846,93280,98280,98340}
@attribute 'Jobs Retained' numeric

@data
'\"e $150,000-350,000\"',98443,21
'\"e $150,000-350,000\"',98038,11
'\"e $150,000-350,000\"',98837,0
'\"e $150,000-350,000\"',98225,60
'\"e $150,000-350,000\"',98002,24
'\"e $150,000-350,000\"',98247,16
'\"e $150,000-350,000\"',98188,0
'\"e $150,000-350,000\"',98106,37
'\"e $150,000-350,000\"',98391,17
'\"e $150,000-350,000\"',98512,47
'\"e $150,000-350,000\"',98109,12
'\"e $150,000-350,000\"',98684,22
'\"e $150,000-350,000\"',98445,12
'\"e $150,000-350,000\"',98362,25
'\"e $150,000-350,000\"',98033,18
'\"e $150,000-350,000\"',98038,15
'\"e $150,000-350,000\"',98401,29
'\"e $150,000-350,000\"',98027,0
'\"e $150,000-350,000\"',98275,16
'\"e $150,000-350,000\"',98043,8
'\"e $150,000-350,000\"',98516,0
'\"e $150,000-350,000\"',98103,12
'\"e $150,000-350,000\"',98036,25
'\"e $150,000-350,000\"',98188,17
'\"e $150,000-350,000\"',98225,20
'\"e $150,000-350,000\"',98168,0
'\"e $150,000-350,000\"',98273,22
'\"e $150,000-350,000\"',98201,25
'\"e $150,000-350,000\"',98272,0
'\"e $150,000-350,000\"',98443,0
'\"e $150,000-350,000\"',98005,9
'\"e $150,000-350,000\"',98660,19
'\"e $150,000-350,000\"',98110,14
'\"e $150,000-350,000\"',98108,16
'\"e $150,000-350,000\"',98496,0
'\"e $150,000-350,000\"',98001,16
'\"e $150,000-350,000\"',98199,19
'\"e $150,000-350,000\"',98102,20
'\"e $150,000-350,000\"',98007,0
'\"e $150,000-350,000\"',98232,0
'\"e $150,000-350,000\"',98908,0
'\"e $150,000-350,000\"',98004,15
'\"e $150,000-350,000\"',98390,11
'\"e $150,000-350,000\"',98226,32
'\"e $150,000-350,000\"',98004,29
'\"e $150,000-350,000\"',98168,0
'\"e $150,000-350,000\"',98121,17
'\"e $150,000-350,000\"',98405,12
'\"e $150,000-350,000\"',98057,22
'\"e $150,000-350,000\"',98004,34
'\"e $150,000-350,000\"',99001,0
'\"e $150,000-350,000\"',99354,18
'\"e $150,000-350,000\"',98052,14
'\"e $150,000-350,000\"',98401,17
'\"e $150,000-350,000\"',98121,10
'\"e $150,000-350,000\"',98005,18
'\"e $150,000-350,000\"',98848,0
'\"e $150,000-350,000\"',99163,0
'\"e $150,000-350,000\"',99201,26
'\"e $150,000-350,000\"',98052,14
'\"e $150,000-350,000\"',98625,8
'\"e $150,000-350,000\"',98271,35
'\"e $150,000-350,000\"',99301,22
'\"e $150,000-350,000\"',98501,0
'\"e $150,000-350,000\"',98021,0
'\"e $150,000-350,000\"',99202,19
'\"e $150,000-350,000\"',98387,107
'\"e $150,000-350,000\"',98110,0
'\"e $150,000-350,000\"',98004,13
'\"e $150,000-350,000\"',98004,106
'\"e $150,000-350,000\"',98198,27
'\"e $150,000-350,000\"',98444,0
'\"e $150,000-350,000\"',98033,12
'\"e $150,000-350,000\"',99352,11
'\"e $150,000-350,000\"',98204,31
'\"e $150,000-350,000\"',98134,0
'\"e $150,000-350,000\"',99202,11
'\"e $150,000-350,000\"',98248,12
'\"e $150,000-350,000\"',99201,0
'\"e $150,000-350,000\"',98122,33
'\"e $150,000-350,000\"',98052,29
'\"e $150,000-350,000\"',98112,0
'\"e $150,000-350,000\"',98003,22
'\"e $150,000-350,000\"',98101,0
'\"e $150,000-350,000\"',98002,0
'\"e $150,000-350,000\"',98148,0
'\"e $150,000-350,000\"',98033,0
'\"e $150,000-350,000\"',98225,0
'\"e $150,000-350,000\"',98444,27
'\"e $150,000-350,000\"',98225,19
'\"e $150,000-350,000\"',98004,0
'\"e $150,000-350,000\"',99336,0
'\"e $150,000-350,000\"',98236,0
'\"e $150,000-350,000\"',98324,32
'\"e $150,000-350,000\"',98902,11
'\"e $150,000-350,000\"',99212,15
'\"e $150,000-350,000\"',98801,0
'\"e $150,000-350,000\"',98092,5
'\"e $150,000-350,000\"',98372,9
'\"e $150,000-350,000\"',98663,18
'\"e $150,000-350,000\"',99218,0
'\"e $150,000-350,000\"',98264,20
'\"e $150,000-350,000\"',98233,0
'\"e $150,000-350,000\"',98604,33
'\"e $150,000-350,000\"',98122,7
'\"e $150,000-350,000\"',98004,30
'\"e $150,000-350,000\"',99301,21
'\"e $150,000-350,000\"',99301,23
'\"e $150,000-350,000\"',99301,35
'\"e $150,000-350,000\"',99301,35
'\"e $150,000-350,000\"',99301,18
'\"e $150,000-350,000\"',99201,35
'\"e $150,000-350,000\"',98122,68
'\"e $150,000-350,000\"',98109,0
'\"e $150,000-350,000\"',98104,0
'\"e $150,000-350,000\"',98110,8
'\"e $150,000-350,000\"',99208,0
'\"e $150,000-350,000\"',98951,0
'\"e $150,000-350,000\"',98499,48
'\"e $150,000-350,000\"',98036,27
'\"e $150,000-350,000\"',98371,0
'\"e $150,000-350,000\"',98134,11
'\"e $150,000-350,000\"',98661,14
'\"e $150,000-350,000\"',98118,10
'\"e $150,000-350,000\"',98823,18
'\"e $150,000-350,000\"',98642,23
'\"e $150,000-350,000\"',98411,0
'\"e $150,000-350,000\"',98503,26
'\"e $150,000-350,000\"',98926,33
'\"e $150,000-350,000\"',98101,13
'\"e $150,000-350,000\"',98057,26
'\"e $150,000-350,000\"',98201,22
'\"e $150,000-350,000\"',99336,24
'\"e $150,000-350,000\"',98027,0
'\"e $150,000-350,000\"',98108,19
'\"e $150,000-350,000\"',98045,0
'\"e $150,000-350,000\"',98037,32
'\"e $150,000-350,000\"',98007,13
'\"e $150,000-350,000\"',98101,12
'\"e $150,000-350,000\"',98109,0
'\"e $150,000-350,000\"',99206,0
'\"e $150,000-350,000\"',98310,21
'\"e $150,000-350,000\"',98104,20
'\"e $150,000-350,000\"',99224,0
'\"e $150,000-350,000\"',98104,14
'\"e $150,000-350,000\"',98109,19
'\"e $150,000-350,000\"',98902,0
'\"e $150,000-350,000\"',98382,18
'\"e $150,000-350,000\"',98059,0
'\"e $150,000-350,000\"',98407,32
'\"e $150,000-350,000\"',99216,0
'\"e $150,000-350,000\"',98030,0
'\"e $150,000-350,000\"',98271,11
'\"e $150,000-350,000\"',98445,16
'\"e $150,000-350,000\"',98223,9
'\"e $150,000-350,000\"',98501,0
'\"e $150,000-350,000\"',98446,8
'\"e $150,000-350,000\"',98103,35
'\"e $150,000-350,000\"',98277,0
'\"e $150,000-350,000\"',99336,13
'\"e $150,000-350,000\"',98040,0
'\"e $150,000-350,000\"',98922,12
'\"e $150,000-350,000\"',99344,0
'\"e $150,000-350,000\"',98250,0
'\"e $150,000-350,000\"',99202,15
'\"e $150,000-350,000\"',98040,13
'\"e $150,000-350,000\"',98362,35
'\"e $150,000-350,000\"',98370,0
'\"e $150,000-350,000\"',98370,0
'\"e $150,000-350,000\"',98370,9
'\"e $150,000-350,000\"',98624,15
'\"e $150,000-350,000\"',98332,18
'\"e $150,000-350,000\"',98168,27
'\"e $150,000-350,000\"',98106,21
'\"e $150,000-350,000\"',98019,30
'\"e $150,000-350,000\"',98663,30
'\"e $150,000-350,000\"',98404,57
'\"e $150,000-350,000\"',99362,23
'\"e $150,000-350,000\"',98373,19
'\"e $150,000-350,000\"',99362,0
'\"e $150,000-350,000\"',98121,13
'\"e $150,000-350,000\"',98036,32
'\"e $150,000-350,000\"',98001,0
'\"e $150,000-350,000\"',98036,43
'\"e $150,000-350,000\"',98332,22
'\"e $150,000-350,000\"',99218,0
'\"e $150,000-350,000\"',99352,17
'\"e $150,000-350,000\"',98801,0
'\"e $150,000-350,000\"',98012,23
'\"e $150,000-350,000\"',98032,0
'\"e $150,000-350,000\"',99224,7
'\"e $150,000-350,000\"',98022,0
'\"e $150,000-350,000\"',98632,12
'\"e $150,000-350,000\"',98391,18
'\"e $150,000-350,000\"',98052,0
'\"e $150,000-350,000\"',99205,44
'\"e $150,000-350,000\"',99202,34
'\"e $150,000-350,000\"',99207,0
'\"e $150,000-350,000\"',98026,0
'\"e $150,000-350,000\"',98250,0
'\"e $150,000-350,000\"',98204,0
'\"e $150,000-350,000\"',98101,20
'\"e $150,000-350,000\"',98532,18
'\"e $150,000-350,000\"',98902,0
'\"e $150,000-350,000\"',98665,20
'\"e $150,000-350,000\"',98503,0
'\"e $150,000-350,000\"',98005,10
'\"e $150,000-350,000\"',98520,20
'\"e $150,000-350,000\"',98362,9
'\"e $150,000-350,000\"',98121,8
'\"e $150,000-350,000\"',98101,12
'\"e $150,000-350,000\"',98901,0
'\"e $150,000-350,000\"',98121,25
'\"e $150,000-350,000\"',99207,0
'\"e $150,000-350,000\"',98673,0
'\"e $150,000-350,000\"',98642,32
'\"e $150,000-350,000\"',98122,27
'\"e $150,000-350,000\"',98335,16
'\"e $150,000-350,000\"',98004,0
'\"e $150,000-350,000\"',98275,30
'\"e $150,000-350,000\"',98106,0
'\"e $150,000-350,000\"',98011,15
'\"e $150,000-350,000\"',98103,10
'\"e $150,000-350,000\"',98109,14
'\"e $150,000-350,000\"',98671,16
'\"e $150,000-350,000\"',98840,0
'\"e $150,000-350,000\"',98531,17
'\"e $150,000-350,000\"',98199,0
'\"e $150,000-350,000\"',98501,20
'\"e $150,000-350,000\"',98338,25
'\"e $150,000-350,000\"',98109,29
'\"e $150,000-350,000\"',98102,0
'\"e $150,000-350,000\"',98103,59
'\"e $150,000-350,000\"',99350,34
'\"e $150,000-350,000\"',98203,13
'\"e $150,000-350,000\"',98409,13
'\"e $150,000-350,000\"',98155,0
'\"e $150,000-350,000\"',98028,0
'\"e $150,000-350,000\"',98264,17
'\"e $150,000-350,000\"',98801,0
'\"e $150,000-350,000\"',98057,22
'\"e $150,000-350,000\"',98110,33
'\"e $150,000-350,000\"',98563,45
'\"e $150,000-350,000\"',98101,8
'\"e $150,000-350,000\"',98107,45
'\"e $150,000-350,000\"',98075,5
'\"e $150,000-350,000\"',98012,30
'\"e $150,000-350,000\"',98802,42
'\"e $150,000-350,000\"',99019,14
'\"e $150,000-350,000\"',98101,19
'\"e $150,000-350,000\"',98101,25
'\"e $150,000-350,000\"',98101,35
'\"e $150,000-350,000\"',98101,18
'\"e $150,000-350,000\"',98104,17
'\"e $150,000-350,000\"',98051,8
'\"e $150,000-350,000\"',98406,16
'\"e $150,000-350,000\"',98101,12
'\"e $150,000-350,000\"',98168,21
'\"e $150,000-350,000\"',98122,13
'\"e $150,000-350,000\"',98109,0
'\"e $150,000-350,000\"',98841,21
'\"e $150,000-350,000\"',98801,0
'\"e $150,000-350,000\"',98074,0
'\"e $150,000-350,000\"',98101,12
'\"e $150,000-350,000\"',98902,0
'\"e $150,000-350,000\"',99212,26
'\"e $150,000-350,000\"',98661,12
'\"e $150,000-350,000\"',98038,16
'\"e $150,000-350,000\"',98036,31
'\"e $150,000-350,000\"',98372,18
'\"e $150,000-350,000\"',98002,31
'\"e $150,000-350,000\"',98501,14
'\"e $150,000-350,000\"',98586,30
'\"e $150,000-350,000\"',98273,33
'\"e $150,000-350,000\"',98104,310
'\"e $150,000-350,000\"',98226,0
'\"e $150,000-350,000\"',98103,35
'\"e $150,000-350,000\"',98901,30
'\"e $150,000-350,000\"',98032,31
'\"e $150,000-350,000\"',98198,49
'\"e $150,000-350,000\"',98112,19
'\"e $150,000-350,000\"',98101,7
'\"e $150,000-350,000\"',99201,0
'\"e $150,000-350,000\"',98119,23
'\"e $150,000-350,000\"',98272,10
'\"e $150,000-350,000\"',98335,35
'\"e $150,000-350,000\"',99205,43
'\"e $150,000-350,000\"',98110,39
'\"e $150,000-350,000\"',98104,12
'\"e $150,000-350,000\"',98052,8
'\"e $150,000-350,000\"',99207,8
'\"e $150,000-350,000\"',98104,32
'\"e $150,000-350,000\"',98501,53
'\"e $150,000-350,000\"',98052,17
'\"e $150,000-350,000\"',98036,0
'\"e $150,000-350,000\"',98022,0
'\"e $150,000-350,000\"',98031,17
'\"e $150,000-350,000\"',98087,0
'\"e $150,000-350,000\"',98072,25
'\"e $150,000-350,000\"',98204,0
'\"e $150,000-350,000\"',98036,23
'\"e $150,000-350,000\"',99216,0
'\"e $150,000-350,000\"',98902,19
'\"e $150,000-350,000\"',98801,17
'\"e $150,000-350,000\"',99301,0
'\"e $150,000-350,000\"',98321,10
'\"e $150,000-350,000\"',98248,0
'\"e $150,000-350,000\"',98662,80
'\"e $150,000-350,000\"',98445,23
'\"e $150,000-350,000\"',98272,51
'\"e $150,000-350,000\"',98382,10
'\"e $150,000-350,000\"',98327,40
'\"e $150,000-350,000\"',98373,34
'\"e $150,000-350,000\"',98107,13
'\"e $150,000-350,000\"',98223,38
'\"e $150,000-350,000\"',98034,6
'\"e $150,000-350,000\"',98837,0
'\"e $150,000-350,000\"',98188,25
'\"e $150,000-350,000\"',98034,20
'\"e $150,000-350,000\"',98034,22
'\"e $150,000-350,000\"',98034,13
'\"e $150,000-350,000\"',98405,15
'\"e $150,000-350,000\"',98133,37
'\"e $150,000-350,000\"',98801,17
'\"e $150,000-350,000\"',99218,44
'\"e $150,000-350,000\"',98103,28
'\"e $150,000-350,000\"',98503,0
'\"e $150,000-350,000\"',98362,25
'\"e $150,000-350,000\"',98026,0
'\"e $150,000-350,000\"',98201,10
'\"e $150,000-350,000\"',98206,10
'\"e $150,000-350,000\"',98665,13
'\"e $150,000-350,000\"',99354,30
'\"e $150,000-350,000\"',99352,18
'\"e $150,000-350,000\"',98421,0
'\"e $150,000-350,000\"',98661,15
'\"e $150,000-350,000\"',98005,0
'\"e $150,000-350,000\"',98409,29
'\"e $150,000-350,000\"',98110,18
'\"e $150,000-350,000\"',98391,16
'\"e $150,000-350,000\"',98204,13
'\"e $150,000-350,000\"',98053,8
'\"e $150,000-350,000\"',98104,18
'\"e $150,000-350,000\"',98136,17
'\"e $150,000-350,000\"',98248,19
'\"e $150,000-350,000\"',98370,0
'\"e $150,000-350,000\"',98370,0
'\"e $150,000-350,000\"',98370,0
'\"e $150,000-350,000\"',98004,19
'\"e $150,000-350,000\"',99212,23
'\"e $150,000-350,000\"',98368,10
'\"e $150,000-350,000\"',98273,10
'\"e $150,000-350,000\"',98087,11
'\"e $150,000-350,000\"',98902,47
'\"e $150,000-350,000\"',98027,44
'\"e $150,000-350,000\"',99217,0
'\"e $150,000-350,000\"',98499,0
'\"e $150,000-350,000\"',98038,17
'\"e $150,000-350,000\"',98310,13
'\"e $150,000-350,000\"',98027,21
'\"e $150,000-350,000\"',98011,0
'\"e $150,000-350,000\"',98375,0
'\"e $150,000-350,000\"',98626,0
'\"e $150,000-350,000\"',98029,21
'\"e $150,000-350,000\"',98052,17
'\"e $150,000-350,000\"',98002,19
'\"e $150,000-350,000\"',98026,20
'\"e $150,000-350,000\"',98032,0
'\"e $150,000-350,000\"',98802,0
'\"e $150,000-350,000\"',99163,0
'\"e $150,000-350,000\"',98050,10
'\"e $150,000-350,000\"',98682,9
'\"e $150,000-350,000\"',98002,15
'\"e $150,000-350,000\"',99037,19
'\"e $150,000-350,000\"',98204,15
'\"e $150,000-350,000\"',98133,11
'\"e $150,000-350,000\"',98033,13
'\"e $150,000-350,000\"',98660,23
'\"e $150,000-350,000\"',98684,46
'\"e $150,000-350,000\"',98201,0
'\"e $150,000-350,000\"',98665,16
'\"e $150,000-350,000\"',98801,15
'\"e $150,000-350,000\"',98177,0
'\"e $150,000-350,000\"',98405,0
'\"e $150,000-350,000\"',98597,17
'\"e $150,000-350,000\"',98684,19
'\"e $150,000-350,000\"',98077,6
'\"e $150,000-350,000\"',98290,0
'\"e $150,000-350,000\"',98042,20
'\"e $150,000-350,000\"',98611,34
'\"e $150,000-350,000\"',99354,32
'\"e $150,000-350,000\"',98007,14
'\"e $150,000-350,000\"',98403,0
'\"e $150,000-350,000\"',98661,10
'\"e $150,000-350,000\"',98007,0
'\"e $150,000-350,000\"',98375,10
'\"e $150,000-350,000\"',98421,17
'\"e $150,000-350,000\"',98371,0
'\"e $150,000-350,000\"',98119,11
'\"e $150,000-350,000\"',98115,36
'\"e $150,000-350,000\"',99352,0
'\"e $150,000-350,000\"',98072,21
'\"e $150,000-350,000\"',98052,21
'\"e $150,000-350,000\"',98108,15
'\"e $150,000-350,000\"',98012,19
'\"e $150,000-350,000\"',98110,6
'\"e $150,000-350,000\"',98148,21
'\"e $150,000-350,000\"',98012,22
'\"e $150,000-350,000\"',98405,0
'\"e $150,000-350,000\"',98907,0
'\"e $150,000-350,000\"',98372,13
'\"e $150,000-350,000\"',98501,0
'\"e $150,000-350,000\"',98058,29
'\"e $150,000-350,000\"',98005,20
'\"e $150,000-350,000\"',98406,12
'\"e $150,000-350,000\"',98310,17
'\"e $150,000-350,000\"',98801,29
'\"e $150,000-350,000\"',98233,0
'\"e $150,000-350,000\"',98248,19
'\"e $150,000-350,000\"',98001,16
'\"e $150,000-350,000\"',98033,14
'\"e $150,000-350,000\"',98223,11
'\"e $150,000-350,000\"',99217,18
'\"e $150,000-350,000\"',98424,21
'\"e $150,000-350,000\"',98043,12
'\"e $150,000-350,000\"',98042,0
'\"e $150,000-350,000\"',98033,9
'\"e $150,000-350,000\"',98372,0
'\"e $150,000-350,000\"',98034,8
'\"e $150,000-350,000\"',98335,0
'\"e $150,000-350,000\"',98290,13
'\"e $150,000-350,000\"',98003,8
'\"e $150,000-350,000\"',98501,0
'\"e $150,000-350,000\"',99336,13
'\"e $150,000-350,000\"',98258,0
'\"e $150,000-350,000\"',98032,0
'\"e $150,000-350,000\"',98902,24
'\"e $150,000-350,000\"',98133,13
'\"e $150,000-350,000\"',98661,22
'\"e $150,000-350,000\"',98270,0
'\"e $150,000-350,000\"',98056,8
'\"e $150,000-350,000\"',98075,25
'\"e $150,000-350,000\"',98004,17
'\"e $150,000-350,000\"',98033,9
'\"e $150,000-350,000\"',98228,0
'\"e $150,000-350,000\"',98012,19
'\"e $150,000-350,000\"',98104,4
'\"e $150,000-350,000\"',98674,30
'\"e $150,000-350,000\"',99207,0
'\"e $150,000-350,000\"',98108,0
'\"e $150,000-350,000\"',99212,14
'\"e $150,000-350,000\"',99163,17
'\"e $150,000-350,000\"',98102,14
'\"e $150,000-350,000\"',98103,14
'\"e $150,000-350,000\"',98122,7
'\"e $150,000-350,000\"',99016,5
'\"e $150,000-350,000\"',98036,47
'\"e $150,000-350,000\"',98122,15
'\"e $150,000-350,000\"',98107,20
'\"e $150,000-350,000\"',98662,0
'\"e $150,000-350,000\"',98499,13
'\"e $150,000-350,000\"',98057,0
'\"e $150,000-350,000\"',98121,14
'\"e $150,000-350,000\"',98102,0
'\"e $150,000-350,000\"',98040,0
'\"e $150,000-350,000\"',98444,32
'\"e $150,000-350,000\"',99350,0
'\"e $150,000-350,000\"',98238,21
'\"e $150,000-350,000\"',98052,17
'\"e $150,000-350,000\"',98087,11
'\"e $150,000-350,000\"',98034,15
'\"e $150,000-350,000\"',99201,12
'\"e $150,000-350,000\"',98408,0
'\"e $150,000-350,000\"',98011,0
'\"e $150,000-350,000\"',98108,28
'\"e $150,000-350,000\"',98007,19
'\"e $150,000-350,000\"',98223,16
'\"e $150,000-350,000\"',98903,45
'\"e $150,000-350,000\"',98422,11
'\"e $150,000-350,000\"',99216,22
'\"e $150,000-350,000\"',99216,15
'\"e $150,000-350,000\"',98155,11
'\"e $150,000-350,000\"',98632,0
'\"e $150,000-350,000\"',99362,0
'\"e $150,000-350,000\"',99019,29
'\"e $150,000-350,000\"',98072,11
'\"e $150,000-350,000\"',98036,22
'\"e $150,000-350,000\"',98004,22
'\"e $150,000-350,000\"',98164,9
'\"e $150,000-350,000\"',98023,0
'\"e $150,000-350,000\"',98499,0
'\"e $150,000-350,000\"',98168,0
'\"e $150,000-350,000\"',98362,14
'\"e $150,000-350,000\"',98036,0
'\"e $150,000-350,000\"',98004,10
'\"e $150,000-350,000\"',98373,37
'\"e $150,000-350,000\"',98032,0
'\"e $150,000-350,000\"',98445,0
'\"e $150,000-350,000\"',98004,0
'\"e $150,000-350,000\"',98110,0
'\"e $150,000-350,000\"',98104,16
'\"e $150,000-350,000\"',98467,0
'\"e $150,000-350,000\"',98047,10
'\"e $150,000-350,000\"',98372,9
'\"e $150,000-350,000\"',98108,15
'\"e $150,000-350,000\"',98109,12
'\"e $150,000-350,000\"',99021,0
'\"e $150,000-350,000\"',99163,22
'\"e $150,000-350,000\"',99163,2
'\"e $150,000-350,000\"',99163,4
'\"e $150,000-350,000\"',99163,0
'\"e $150,000-350,000\"',98009,8
'\"e $150,000-350,000\"',98101,12
'\"e $150,000-350,000\"',98020,15
'\"e $150,000-350,000\"',98270,15
'\"e $150,000-350,000\"',98329,28
'\"e $150,000-350,000\"',98837,29
'\"e $150,000-350,000\"',98857,29
'\"e $150,000-350,000\"',98007,18
'\"e $150,000-350,000\"',98383,18
'\"e $150,000-350,000\"',98223,0
'\"e $150,000-350,000\"',99362,0
'\"e $150,000-350,000\"',98930,17
'\"e $150,000-350,000\"',98375,37
'\"e $150,000-350,000\"',98372,0
'\"e $150,000-350,000\"',98373,0
'\"e $150,000-350,000\"',98375,32
'\"e $150,000-350,000\"',98372,18
'\"e $150,000-350,000\"',98372,12
'\"e $150,000-350,000\"',98371,24
'\"e $150,000-350,000\"',98374,14
'\"e $150,000-350,000\"',98371,0
'\"e $150,000-350,000\"',98004,45
'\"e $150,000-350,000\"',98027,13
'\"e $150,000-350,000\"',98072,18
'\"e $150,000-350,000\"',98332,14
'\"e $150,000-350,000\"',98225,50
'\"e $150,000-350,000\"',98125,24
'\"e $150,000-350,000\"',98107,22
'\"e $150,000-350,000\"',98223,0
'\"e $150,000-350,000\"',99338,0
'\"e $150,000-350,000\"',98409,0
'\"e $150,000-350,000\"',98226,18
'\"e $150,000-350,000\"',98604,36
'\"e $150,000-350,000\"',98104,0
'\"e $150,000-350,000\"',98036,0
'\"e $150,000-350,000\"',98902,21
'\"e $150,000-350,000\"',98366,20
'\"e $150,000-350,000\"',98520,48
'\"e $150,000-350,000\"',98665,33
'\"e $150,000-350,000\"',98901,0
'\"e $150,000-350,000\"',98383,21
'\"e $150,000-350,000\"',99212,0
'\"e $150,000-350,000\"',98022,14
'\"e $150,000-350,000\"',99217,20
'\"e $150,000-350,000\"',98685,18
'\"e $150,000-350,000\"',98221,0
'\"e $150,000-350,000\"',98101,19
'\"e $150,000-350,000\"',98026,15
'\"e $150,000-350,000\"',99201,0
'\"e $150,000-350,000\"',98134,0
'\"e $150,000-350,000\"',98119,42
'\"e $150,000-350,000\"',98104,8
'\"e $150,000-350,000\"',98362,0
'\"e $150,000-350,000\"',99352,26
'\"e $150,000-350,000\"',98107,28
'\"e $150,000-350,000\"',98252,0
'\"e $150,000-350,000\"',98801,72
'\"e $150,000-350,000\"',98662,27
'\"e $150,000-350,000\"',98801,13
'\"e $150,000-350,000\"',98292,18
'\"e $150,000-350,000\"',98201,0
'\"e $150,000-350,000\"',98350,45
'\"e $150,000-350,000\"',98368,36
'\"e $150,000-350,000\"',98520,31
'\"e $150,000-350,000\"',98520,392
'\"e $150,000-350,000\"',98587,24
'\"e $150,000-350,000\"',98587,59
'\"e $150,000-350,000\"',99212,30
'\"e $150,000-350,000\"',98371,28
'\"e $150,000-350,000\"',98233,22
'\"e $150,000-350,000\"',98036,23
'\"e $150,000-350,000\"',99224,0
'\"e $150,000-350,000\"',98501,20
'\"e $150,000-350,000\"',98042,0
'\"e $150,000-350,000\"',98087,8
'\"e $150,000-350,000\"',98006,12
'\"e $150,000-350,000\"',99350,0
'\"e $150,000-350,000\"',98444,55
'\"e $150,000-350,000\"',98606,31
'\"e $150,000-350,000\"',98223,0
'\"e $150,000-350,000\"',98201,26
'\"e $150,000-350,000\"',99336,10
'\"e $150,000-350,000\"',99212,42
'\"e $150,000-350,000\"',99344,0
'\"e $150,000-350,000\"',98362,28
'\"e $150,000-350,000\"',98033,12
'\"e $150,000-350,000\"',98101,11
'\"e $150,000-350,000\"',98005,19
'\"e $150,000-350,000\"',98103,0
'\"e $150,000-350,000\"',98038,27
'\"e $150,000-350,000\"',98051,12
'\"e $150,000-350,000\"',98134,19
'\"e $150,000-350,000\"',98104,12
'\"e $150,000-350,000\"',98122,87
'\"e $150,000-350,000\"',98103,0
'\"e $150,000-350,000\"',99201,0
'\"e $150,000-350,000\"',99324,14
'\"e $150,000-350,000\"',98122,0
'\"e $150,000-350,000\"',98672,27
'\"e $150,000-350,000\"',98402,8
'\"e $150,000-350,000\"',98004,24
'\"e $150,000-350,000\"',98004,10
'\"e $150,000-350,000\"',98405,0
'\"e $150,000-350,000\"',98004,8
'\"e $150,000-350,000\"',98122,26
'\"e $150,000-350,000\"',98589,26
'\"e $150,000-350,000\"',98685,14
'\"e $150,000-350,000\"',98033,0
'\"e $150,000-350,000\"',98675,0
'\"e $150,000-350,000\"',98012,11
